sessionIx,blockIx,trialIx,trialOns,fixIx,fixOns,fixDur,cueIx,cueOns,cueDur,s1Ix,s1Ons,s1Dur,s2Ix,soaIx,s2Ons,s2Dur,ITIDur
1,6,670,1412,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,671,1414,0,0,0.2,,,,0,0.2,1.2,2,2,0.466,0.6,0.6
1,6,672,1416,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,673,1418,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,674,1420,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,675,1422,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,676,1424,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,677,1426,0,0,0.2,,,,0,0.2,1.2,0,3,0.566,0.6,0.6
1,6,678,1428,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,6,679,1430,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,680,1432,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,681,1434,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,682,1436,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,683,1438,0,0,0.2,,,,0,0.2,1.2,2,3,0.566,0.6,0.6
1,6,684,1440,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,685,1442,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,686,1444,0,0,0.2,,,,0,0.2,1.2,0,4,0.666,0.6,0.6
1,6,687,1446,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,688,1448,0,0,0.2,,,,1,0.2,1.2,2,4,0.666,0.6,0.6
1,6,689,1450,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,690,1452,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,691,1454,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,692,1456,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,693,1458,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,6,694,1460,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,695,1462,0,0,0.2,,,,1,0.2,1.2,3,0,0.266,0.6,0.6
1,6,696,1464,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,697,1466,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,698,1468,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,699,1470,0,0,0.2,,,,0,0.2,1.2,2,1,0.366,0.6,0.6
1,7,700,1484,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,701,1486,0,0,0.2,,,,1,0.2,1.2,3,0,0.266,0.6,0.6
1,7,702,1488,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,7,703,1490,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,704,1492,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,705,1494,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,706,1496,0,0,0.2,,,,1,0.2,1.2,1,4,0.666,0.6,0.6
1,7,707,1498,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,7,708,1500,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,709,1502,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,710,1504,0,0,0.2,,,,0,0.2,1.2,0,2,0.466,0.6,0.6
1,7,711,1506,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,712,1508,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,713,1510,0,0,0.2,,,,1,0.2,1.2,0,2,0.466,0.6,0.6
1,7,714,1512,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,715,1514,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,7,716,1516,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,717,1518,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,718,1520,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,7,719,1522,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,7,720,1524,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,721,1526,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,722,1528,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,723,1530,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,724,1532,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,725,1534,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,726,1536,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,727,1538,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,7,728,1540,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,7,729,1542,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,7,730,1544,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,731,1546,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,7,732,1548,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,733,1550,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,734,1552,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,735,1554,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,7,736,1556,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,737,1558,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,738,1560,0,0,0.2,,,,0,0.2,1.2,2,1,0.366,0.6,0.6
1,7,739,1562,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,7,740,1564,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,741,1566,0,0,0.2,,,,0,0.2,1.2,2,3,0.566,0.6,0.6
1,7,742,1568,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,7,743,1570,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,744,1572,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,745,1574,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,746,1576,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,747,1578,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,748,1580,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,7,749,1582,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,750,1584,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,751,1586,0,0,0.2,,,,0,0.2,1.2,3,0,0.266,0.6,0.6
1,7,752,1588,0,0,0.2,,,,1,0.2,1.2,0,3,0.566,0.6,0.6
1,7,753,1590,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,754,1592,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,755,1594,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,7,756,1596,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,7,757,1598,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,758,1600,0,0,0.2,,,,1,0.2,1.2,0,3,0.566,0.6,0.6
1,7,759,1602,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,760,1604,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,7,761,1606,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,762,1608,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,7,763,1610,0,0,0.2,,,,1,0.2,1.2,3,2,0.466,0.6,0.6
1,7,764,1612,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,765,1614,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,766,1616,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,767,1618,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,768,1620,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,7,769,1622,0,0,0.2,,,,1,0.2,1.2,1,1,0.366,0.6,0.6
1,7,770,1624,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,771,1626,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,772,1628,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,7,773,1630,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,774,1632,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,775,1634,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,776,1636,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,777,1638,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,778,1640,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,779,1642,0,0,0.2,,,,0,0.2,1.2,0,4,0.666,0.6,0.6
1,7,780,1644,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,781,1646,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,782,1648,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,783,1650,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,784,1652,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,7,785,1654,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,7,786,1656,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,787,1658,0,0,0.2,,,,0,0.2,1.2,1,0,0.266,0.6,0.6
1,7,788,1660,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,789,1662,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,790,1664,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,791,1666,0,0,0.2,,,,0,0.2,1.2,2,2,0.466,0.6,0.6
1,7,792,1668,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,793,1670,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,7,794,1672,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,7,795,1674,0,0,0.2,,,,0,0.2,1.2,0,3,0.566,0.6,0.6
1,7,796,1676,0,0,0.2,,,,0,0.2,1.2,0,2,0.466,0.6,0.6
1,7,797,1678,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,7,798,1680,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,7,799,1682,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,800,1696,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,801,1698,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,8,802,1700,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,8,803,1702,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,8,804,1704,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,805,1706,0,0,0.2,,,,1,0.2,1.2,0,2,0.466,0.6,0.6
1,8,806,1708,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,807,1710,0,0,0.2,,,,0,0.2,1.2,3,0,0.266,0.6,0.6
1,8,808,1712,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,809,1714,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,810,1716,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,811,1718,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,812,1720,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,813,1722,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,814,1724,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,815,1726,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,816,1728,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,817,1730,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,8,818,1732,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,8,819,1734,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,820,1736,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,821,1738,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,8,822,1740,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,8,823,1742,0,0,0.2,,,,0,0.2,1.2,0,3,0.566,0.6,0.6
1,8,824,1744,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,825,1746,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,8,826,1748,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,827,1750,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,828,1752,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,829,1754,0,0,0.2,,,,1,0.2,1.2,3,3,0.566,0.6,0.6
1,8,830,1756,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,8,831,1758,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,8,832,1760,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,8,833,1762,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,834,1764,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,8,835,1766,0,0,0.2,,,,0,0.2,1.2,3,0,0.266,0.6,0.6
1,8,836,1768,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,8,837,1770,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,838,1772,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,839,1774,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,840,1776,0,0,0.2,,,,0,0.2,1.2,0,4,0.666,0.6,0.6
1,8,841,1778,0,0,0.2,,,,1,0.2,1.2,2,4,0.666,0.6,0.6
1,8,842,1780,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,843,1782,0,0,0.2,,,,1,0.2,1.2,3,3,0.566,0.6,0.6
1,8,844,1784,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,845,1786,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,846,1788,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,847,1790,0,0,0.2,,,,1,0.2,1.2,3,2,0.466,0.6,0.6
1,8,848,1792,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,8,849,1794,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,850,1796,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,851,1798,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,852,1800,0,0,0.2,,,,0,0.2,1.2,3,4,0.666,0.6,0.6
1,8,853,1802,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,854,1804,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,8,855,1806,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,8,856,1808,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,857,1810,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,858,1812,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,859,1814,0,0,0.2,,,,0,0.2,1.2,0,0,0.266,0.6,0.6
1,8,860,1816,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,861,1818,0,0,0.2,,,,1,0.2,1.2,3,0,0.266,0.6,0.6
1,8,862,1820,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,863,1822,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,864,1824,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,865,1826,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,866,1828,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,867,1830,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,8,868,1832,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,8,869,1834,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,8,870,1836,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,871,1838,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,8,872,1840,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,8,873,1842,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,8,874,1844,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,875,1846,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,8,876,1848,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,8,877,1850,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,8,878,1852,0,0,0.2,,,,1,0.2,1.2,1,2,0.466,0.6,0.6
1,8,879,1854,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,880,1856,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,881,1858,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,8,882,1860,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,8,883,1862,0,0,0.2,,,,1,0.2,1.2,1,2,0.466,0.6,0.6
1,8,884,1864,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,885,1866,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,886,1868,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,887,1870,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,888,1872,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,889,1874,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,890,1876,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,891,1878,0,0,0.2,,,,0,0.2,1.2,0,0,0.266,0.6,0.6
1,8,892,1880,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,893,1882,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,894,1884,0,0,0.2,,,,1,0.2,1.2,0,2,0.466,0.6,0.6
1,8,895,1886,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,896,1888,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,897,1890,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,8,898,1892,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,8,899,1894,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,900,1908,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,901,1910,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,902,1912,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,903,1914,0,0,0.2,,,,1,0.2,1.2,2,4,0.666,0.6,0.6
1,9,904,1916,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,9,905,1918,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,9,906,1920,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,907,1922,0,0,0.2,,,,0,0.2,1.2,0,0,0.266,0.6,0.6
1,9,908,1924,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,909,1926,0,0,0.2,,,,0,0.2,1.2,0,2,0.466,0.6,0.6
1,9,910,1928,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,911,1930,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,912,1932,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,913,1934,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,914,1936,0,0,0.2,,,,0,0.2,1.2,2,2,0.466,0.6,0.6
1,9,915,1938,0,0,0.2,,,,1,0.2,1.2,2,4,0.666,0.6,0.6
1,9,916,1940,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,917,1942,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,918,1944,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,919,1946,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,920,1948,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,921,1950,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,922,1952,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,923,1954,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,924,1956,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,925,1958,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,926,1960,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,927,1962,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,928,1964,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,929,1966,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,930,1968,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,931,1970,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,932,1972,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,933,1974,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,934,1976,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,935,1978,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,9,936,1980,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,937,1982,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,938,1984,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,939,1986,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,940,1988,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,941,1990,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,942,1992,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,943,1994,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,944,1996,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,945,1998,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,946,2000,0,0,0.2,,,,0,0.2,1.2,2,3,0.566,0.6,0.6
1,9,947,2002,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,9,948,2004,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,949,2006,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,9,950,2008,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,9,951,2010,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,9,952,2012,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,953,2014,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,954,2016,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,9,955,2018,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,956,2020,0,0,0.2,,,,0,0.2,1.2,2,2,0.466,0.6,0.6
1,9,957,2022,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,958,2024,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,9,959,2026,0,0,0.2,,,,1,0.2,1.2,3,3,0.566,0.6,0.6
1,9,960,2028,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,9,961,2030,0,0,0.2,,,,0,0.2,1.2,1,0,0.266,0.6,0.6
1,9,962,2032,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,963,2034,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,964,2036,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,965,2038,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,966,2040,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,967,2042,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,968,2044,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,969,2046,0,0,0.2,,,,1,0.2,1.2,3,1,0.366,0.6,0.6
1,9,970,2048,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,9,971,2050,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,972,2052,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,9,973,2054,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,974,2056,0,0,0.2,,,,0,0.2,1.2,1,0,0.266,0.6,0.6
1,9,975,2058,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,976,2060,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,977,2062,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,978,2064,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,9,979,2066,0,0,0.2,,,,1,0.2,1.2,1,4,0.666,0.6,0.6
1,9,980,2068,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,981,2070,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,982,2072,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,983,2074,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,984,2076,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,9,985,2078,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,9,986,2080,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,987,2082,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,9,988,2084,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,989,2086,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,990,2088,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,991,2090,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,992,2092,0,0,0.2,,,,1,0.2,1.2,1,2,0.466,0.6,0.6
1,9,993,2094,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,9,994,2096,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,9,995,2098,0,0,0.2,,,,1,0.2,1.2,0,3,0.566,0.6,0.6
1,9,996,2100,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,9,997,2102,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,9,998,2104,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,9,999,2106,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,10,1000,2120,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,10,1001,2122,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,10,1002,2124,0,0,0.2,,,,0,0.2,1.2,0,3,0.566,0.6,0.6
1,10,1003,2126,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,10,1004,2128,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,10,1005,2130,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,10,1006,2132,0,0,0.2,,,,1,0.2,1.2,3,3,0.566,0.6,0.6
1,10,1007,2134,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
