sessionIx,blockIx,trialIx,fixIx,fixOns,fixDur,cueIx,cueOns,cueDur,s1Ix,s1Ons,s1Dur,s2Ix,soaIx,s2Ons,s2Dur,ITIDur
0,0,31,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,0,32,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,33,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,34,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,0,35,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,36,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
0,0,37,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,38,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,39,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,0,40,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
0,0,41,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,0,42,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,43,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,44,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,45,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
0,0,46,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,47,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
0,0,48,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,49,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,50,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,51,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,52,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,53,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
0,0,54,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,0,55,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,56,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,57,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,0,58,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,59,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,60,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,61,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,0,62,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,63,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,64,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,0,65,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,66,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,0,67,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,68,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,69,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,70,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,0,71,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,72,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,73,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,74,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,0,75,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,0,76,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,77,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,78,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,0,79,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,80,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,81,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,0,82,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,0,83,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,84,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,85,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,0,86,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,87,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,88,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,0,89,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,0,90,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,91,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,92,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,0,93,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,0,94,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,95,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,0,96,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,0,97,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,0,98,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,0,99,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,100,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,101,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,102,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
0,1,103,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,104,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
0,1,105,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,106,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,107,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,108,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,109,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,110,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,111,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
0,1,112,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,1,113,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,114,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,115,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
0,1,116,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,117,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,118,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,1,119,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,120,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,1,121,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,122,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,123,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,1,124,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,125,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,1,126,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,127,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,128,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,1,129,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,1,130,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,131,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,1,132,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,1,133,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,1,134,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
0,1,135,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,136,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,1,137,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,138,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,139,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,1,140,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,141,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,142,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,1,143,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,144,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,145,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,146,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,147,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
0,1,148,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,149,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,150,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,1,151,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
0,1,152,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
0,1,153,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,154,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
0,1,155,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,156,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,157,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,158,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,1,159,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,160,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,1,161,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,162,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,1,163,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,164,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,165,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
0,1,166,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,1,167,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,168,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,1,169,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
0,1,170,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
0,1,171,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,172,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,173,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,174,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,175,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,176,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,177,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
0,1,178,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
0,1,179,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,180,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,181,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,182,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,183,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,184,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,185,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,186,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,187,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
0,1,188,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
0,1,189,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,1,190,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,191,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,192,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,1,193,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,194,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
0,1,195,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
0,1,196,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
0,1,197,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,1,198,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
0,1,199,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,200,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,2,201,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,202,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,2,203,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
0,2,204,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,205,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,206,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,207,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,208,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
0,2,209,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,210,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
0,2,211,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
0,2,212,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,213,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,214,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,2,215,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,216,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,217,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,218,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,2,219,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,220,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
0,2,221,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,222,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
0,2,223,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,224,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,225,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,2,226,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,227,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
0,2,228,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,229,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,2,230,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,231,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,2,232,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,233,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,234,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,2,235,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,236,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
0,2,237,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,238,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,239,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,2,240,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
0,2,241,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,2,242,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,243,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,244,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,245,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
0,2,246,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,247,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
0,2,248,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,249,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,250,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,251,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,252,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,253,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
0,2,254,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,2,255,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,256,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,257,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,2,258,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,259,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,260,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,261,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,2,262,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,263,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,264,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,2,265,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,266,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,2,267,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,268,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,269,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,270,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
0,2,271,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,272,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,273,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,274,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,2,275,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
0,2,276,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,277,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,278,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,2,279,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,280,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,281,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,2,282,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,2,283,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,284,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,285,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,2,286,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,287,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,288,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
0,2,289,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
0,2,290,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,291,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,292,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,2,293,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,2,294,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,295,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
0,2,296,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
0,2,297,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
0,2,298,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,2,299,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,300,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,301,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,302,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
0,3,303,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,304,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
0,3,305,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,306,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,307,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,308,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,309,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,310,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,311,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
0,3,312,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,3,313,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,314,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,315,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
0,3,316,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,317,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,318,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,3,319,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,320,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,3,321,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,322,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,323,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,3,324,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,325,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,3,326,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,327,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,328,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,3,329,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,3,330,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,331,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,3,332,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
0,3,333,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,3,334,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
0,3,335,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,336,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,3,337,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,338,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,339,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,3,340,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,341,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,342,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
0,3,343,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,344,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,345,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,346,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,347,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
0,3,348,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,349,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,350,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
0,3,351,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
0,3,352,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
0,3,353,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,354,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
0,3,355,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,356,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
0,3,357,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,358,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
0,3,359,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
0,3,360,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
0,3,361,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
